path	1
T	NA
cut	3
Partition 0	380,387,383,388,382,378
Partition 1	390,379,386,389,381,384,385
path	2
T	NA
cut	3
Partition 0	380,387,383,388,382,378
Partition 1	390,379,386,389,381,384,385
path	3
T	NA
cut	3
Partition 0	380,387,383,388,382,378
Partition 1	390,379,386,389,381,384,385
path	4
T	NA
cut	3
Partition 0	380,387,383,388,382,378
Partition 1	390,379,386,389,381,384,385
path	5
T	NA
cut	3
Partition 0	380,387,383,388,382,378
Partition 1	390,379,386,389,381,384,385
