case1,0.091779947280884
case2,0.096674680709839
case1,0.09824156761169434
case2,0.09677386283874512
case1,0.09595656394958496
case2,0.09584164619445801
case1,0.09287047386169434
case2,0.0898432731628418
case1,0.08976912498474121
case2,0.09091043472290039
case1,0.09538578987121582
case2,0.09163594245910645
case1,0.09491229057312012
case2,0.08781218528747559
case1,0.06742644309997559
case2,0.06408452987670898
case1,0.07337331771850586
case2,0.06106257438659668
case1,0.07711076736450195
case2,0.06509804725646973
case1,0.07292652130126953
case2,0.06752467155456543
case1,0.10199189186096191
case2,0.090911865234375
case1,0.07261872291564941
case2,0.06553387641906738
case1,0.08220314979553223
case2,0.08872365951538086
case1,0.07105469703674316
case2,0.06251215934753418
case1,0.0723714828491211
case2,0.060973405838012695
case1,0.0986332893371582
case2,0.0629737377166748
case1,0.06974196434020996
case2,0.06801700592041016
case1,0.0659480094909668
case2,0.06715607643127441
case1,0.10278654098510742
case2,0.09516429901123047
case1,0.06713628768920898
case2,0.07269787788391113
case1,0.09106969833374023
case2,0.07546639442443848
case1,0.11149001121520996
case2,0.10694265365600586
case1,0.08372616767883301
case2,0.10154485702514648
case1,0.07164382934570312
case2,0.06454133987426758
case1,0.06768798828125
case2,0.057852745056152344
case1,0.07045412063598633
case2,0.06543278694152832
case1,0.07113981246948242
case1,0.0732877254486084
case2,0.06586599349975586
case1,0.06675028800964355
case2,0.05621743202209473
case1,0.07440853118896484
case2,0.061882734298706055
case1,0.07086348533630371
case2,0.06183481216430664
case1,0.10250401496887207
case2,0.061962127685546875
case1,0.07227110862731934
case2,0.06463885307312012
case1,0.12680435180664062
case2,0.15909266471862793
case1,0.13987970352172852
case2,0.15075135231018066
